NIS,REGION,SEX,AGE,POPULATION,MORTALITY_TOTAL,MORTALITY_ATTR
13035,FL,M,"[0,5)",404,0,0
13036,FL,M,"[0,5)",296,1,0
13037,FL,M,"[0,5)",328,0,0
13040,FL,M,"[0,5)",1326,1,0
13044,FL,M,"[0,5)",194,0,0
13046,FL,M,"[0,5)",323,1,0
13049,FL,M,"[0,5)",565,0,0
13053,FL,M,"[0,5)",399,0,0
23002,FL,M,"[0,5)",1108,0,0
23003,FL,M,"[0,5)",715,0,0
23009,FL,M,"[0,5)",55,0,0
23016,FL,M,"[0,5)",1169,1,0
23023,FL,M,"[0,5)",217,0,0
23024,FL,M,"[0,5)",212,0,0
23025,FL,M,"[0,5)",1153,1,0
23027,FL,M,"[0,5)",1158,1,0
23032,FL,M,"[0,5)",162,1,0
23033,FL,M,"[0,5)",361,0,0
23038,FL,M,"[0,5)",302,0,0
23039,FL,M,"[0,5)",214,0,0
23044,FL,M,"[0,5)",358,2,0
23045,FL,M,"[0,5)",472,1,0
23047,FL,M,"[0,5)",505,2,0
23050,FL,M,"[0,5)",509,0,0
23052,FL,M,"[0,5)",462,0,0
23060,FL,M,"[0,5)",373,0,0
23062,FL,M,"[0,5)",687,0,0
23064,FL,M,"[0,5)",119,0,0
23077,FL,M,"[0,5)",956,1,0
23081,FL,M,"[0,5)",306,0,0
23086,FL,M,"[0,5)",410,0,0
23088,FL,M,"[0,5)",1599,0,0
23094,FL,M,"[0,5)",1085,0,0
23096,FL,M,"[0,5)",583,0,0
23097,FL,M,"[0,5)",284,1,0
23098,FL,M,"[0,5)",172,0,0
23099,FL,M,"[0,5)",372,0,0
23100,FL,M,"[0,5)",107,0,0
23101,FL,M,"[0,5)",479,0,0
23102,FL,M,"[0,5)",472,2,0
23103,FL,M,"[0,5)",390,0,0
23104,FL,M,"[0,5)",220,1,0
23105,FL,M,"[0,5)",360,1,0
24001,FL,M,"[0,5)",661,0,0
24007,FL,M,"[0,5)",199,0,0
24008,FL,M,"[0,5)",144,1,0
24009,FL,M,"[0,5)",269,0,0
24011,FL,M,"[0,5)",225,0,0
24014,FL,M,"[0,5)",326,0,0
24016,FL,M,"[0,5)",234,0,0
24020,FL,M,"[0,5)",559,0,0
24028,FL,M,"[0,5)",147,0,0
24033,FL,M,"[0,5)",361,0,0
24038,FL,M,"[0,5)",575,0,0
24041,FL,M,"[0,5)",212,1,0
24043,FL,M,"[0,5)",256,1,0
24045,FL,M,"[0,5)",280,0,0
24048,FL,M,"[0,5)",219,0,0
24054,FL,M,"[0,5)",167,0,0
24055,FL,M,"[0,5)",494,1,0
24059,FL,M,"[0,5)",409,0,0
24062,FL,M,"[0,5)",2672,2,0
24066,FL,M,"[0,5)",371,0,0
24086,FL,M,"[0,5)",278,0,0
24094,FL,M,"[0,5)",434,0,0
24104,FL,M,"[0,5)",636,0,0
24107,FL,M,"[0,5)",935,0,0
24109,FL,M,"[0,5)",315,0,0
24130,FL,M,"[0,5)",210,0,0
24133,FL,M,"[0,5)",192,0,0
24134,FL,M,"[0,5)",472,0,0
24135,FL,M,"[0,5)",245,0,0
24137,FL,M,"[0,5)",106,0,0
31003,FL,M,"[0,5)",366,0,0
31004,FL,M,"[0,5)",395,0,0
31005,FL,M,"[0,5)",2561,2,0
31006,FL,M,"[0,5)",245,1,0
31012,FL,M,"[0,5)",290,1,0
31022,FL,M,"[0,5)",623,0,0
31033,FL,M,"[0,5)",509,1,0
31040,FL,M,"[0,5)",556,0,0
31042,FL,M,"[0,5)",47,0,0
31043,FL,M,"[0,5)",473,0,0
32003,FL,M,"[0,5)",429,0,0
32006,FL,M,"[0,5)",306,1,0
32010,FL,M,"[0,5)",233,0,0
32011,FL,M,"[0,5)",364,0,0
32030,FL,M,"[0,5)",83,0,0
33011,FL,M,"[0,5)",800,1,0
33016,FL,M,"[0,5)",32,0,0
33021,FL,M,"[0,5)",441,1,0
33029,FL,M,"[0,5)",520,2,0
33037,FL,M,"[0,5)",343,0,0
33039,FL,M,"[0,5)",189,0,0
33040,FL,M,"[0,5)",182,0,0
33041,FL,M,"[0,5)",124,0,0
34002,FL,M,"[0,5)",373,0,0
34003,FL,M,"[0,5)",276,0,0
34009,FL,M,"[0,5)",322,1,0
34013,FL,M,"[0,5)",767,1,0
34022,FL,M,"[0,5)",2186,0,0
34023,FL,M,"[0,5)",377,0,0
34025,FL,M,"[0,5)",140,0,0
34027,FL,M,"[0,5)",907,2,0
34040,FL,M,"[0,5)",919,1,0
34041,FL,M,"[0,5)",857,1,0
34042,FL,M,"[0,5)",642,0,0
34043,FL,M,"[0,5)",43,0,0
35002,FL,M,"[0,5)",451,1,0
35005,FL,M,"[0,5)",299,0,0
35006,FL,M,"[0,5)",385,1,0
35011,FL,M,"[0,5)",309,0,0
35013,FL,M,"[0,5)",1522,1,0
35014,FL,M,"[0,5)",235,0,0
35029,FL,M,"[0,5)",202,0,0
36006,FL,M,"[0,5)",242,0,0
36007,FL,M,"[0,5)",256,0,0
36008,FL,M,"[0,5)",687,2,0
36010,FL,M,"[0,5)",254,0,0
36011,FL,M,"[0,5)",244,0,0
36012,FL,M,"[0,5)",325,0,0
36015,FL,M,"[0,5)",1647,0,0
36019,FL,M,"[0,5)",344,0,0
37002,FL,M,"[0,5)",217,0,0
37007,FL,M,"[0,5)",238,0,0
37010,FL,M,"[0,5)",215,1,0
37011,FL,M,"[0,5)",169,0,0
37012,FL,M,"[0,5)",144,1,0
37015,FL,M,"[0,5)",490,0,0
37017,FL,M,"[0,5)",261,0,0
37018,FL,M,"[0,5)",390,1,0
37020,FL,M,"[0,5)",216,0,0
38002,FL,M,"[0,5)",148,0,0
38008,FL,M,"[0,5)",220,0,0
38014,FL,M,"[0,5)",251,0,0
38016,FL,M,"[0,5)",171,0,0
38025,FL,M,"[0,5)",284,0,0
41002,FL,M,"[0,5)",2326,2,0
41011,FL,M,"[0,5)",581,2,0
41018,FL,M,"[0,5)",757,0,0
41024,FL,M,"[0,5)",483,1,0
41027,FL,M,"[0,5)",442,1,0
41034,FL,M,"[0,5)",424,1,0
41048,FL,M,"[0,5)",1038,3,0
41063,FL,M,"[0,5)",233,1,0
41081,FL,M,"[0,5)",607,0,0
41082,FL,M,"[0,5)",502,1,0
42003,FL,M,"[0,5)",336,0,0
42004,FL,M,"[0,5)",361,0,0
42006,FL,M,"[0,5)",1129,2,0
42008,FL,M,"[0,5)",703,1,0
42010,FL,M,"[0,5)",297,0,0
42011,FL,M,"[0,5)",507,0,0
42023,FL,M,"[0,5)",281,0,0
42025,FL,M,"[0,5)",691,1,0
42026,FL,M,"[0,5)",254,0,0
42028,FL,M,"[0,5)",549,0,0
43002,FL,M,"[0,5)",342,0,0
43005,FL,M,"[0,5)",475,0,0
43007,FL,M,"[0,5)",157,0,0
43010,FL,M,"[0,5)",563,0,0
43014,FL,M,"[0,5)",156,0,0
43018,FL,M,"[0,5)",345,0,0
44012,FL,M,"[0,5)",257,0,0
44013,FL,M,"[0,5)",481,0,0
44019,FL,M,"[0,5)",924,2,0
44020,FL,M,"[0,5)",304,1,0
44021,FL,M,"[0,5)",7711,10,0
44034,FL,M,"[0,5)",523,0,0
44040,FL,M,"[0,5)",334,0,0
44043,FL,M,"[0,5)",669,0,0
44045,FL,M,"[0,5)",167,0,0
44048,FL,M,"[0,5)",297,1,0
44052,FL,M,"[0,5)",385,0,0
44064,FL,M,"[0,5)",175,1,0
44073,FL,M,"[0,5)",188,1,0
44081,FL,M,"[0,5)",433,0,0
44083,FL,M,"[0,5)",1105,1,0
44084,FL,M,"[0,5)",646,0,0
44085,FL,M,"[0,5)",588,1,0
45035,FL,M,"[0,5)",711,1,0
45041,FL,M,"[0,5)",788,1,0
45059,FL,M,"[0,5)",350,0,0
45060,FL,M,"[0,5)",158,0,0
45061,FL,M,"[0,5)",166,0,0
45062,FL,M,"[0,5)",35,0,0
45063,FL,M,"[0,5)",165,0,0
45064,FL,M,"[0,5)",132,0,0
45065,FL,M,"[0,5)",187,0,0
45068,FL,M,"[0,5)",385,0,0
46003,FL,M,"[0,5)",1163,1,0
46013,FL,M,"[0,5)",405,0,0
46014,FL,M,"[0,5)",1190,2,0
46020,FL,M,"[0,5)",463,0,0
46021,FL,M,"[0,5)",2359,5,0
46024,FL,M,"[0,5)",438,0,0
46025,FL,M,"[0,5)",840,0,0
71002,FL,M,"[0,5)",223,0,0
71004,FL,M,"[0,5)",1363,1,0
71011,FL,M,"[0,5)",416,0,0
71016,FL,M,"[0,5)",1663,1,0
71017,FL,M,"[0,5)",213,0,0
71020,FL,M,"[0,5)",227,0,0
71022,FL,M,"[0,5)",1796,0,0
71024,FL,M,"[0,5)",268,1,0
71034,FL,M,"[0,5)",408,0,0
71037,FL,M,"[0,5)",384,0,0
71045,FL,M,"[0,5)",171,0,0
71053,FL,M,"[0,5)",855,0,0
71057,FL,M,"[0,5)",406,1,0
71066,FL,M,"[0,5)",510,0,0
71067,FL,M,"[0,5)",182,0,0
71069,FL,M,"[0,5)",260,0,0
71070,FL,M,"[0,5)",897,0,0
72003,FL,M,"[0,5)",325,0,0
72004,FL,M,"[0,5)",370,1,0
72018,FL,M,"[0,5)",246,0,0
72020,FL,M,"[0,5)",840,0,0
72021,FL,M,"[0,5)",564,1,0
72030,FL,M,"[0,5)",423,0,0
72037,FL,M,"[0,5)",358,0,0
72038,FL,M,"[0,5)",340,0,0
72039,FL,M,"[0,5)",793,1,0
72041,FL,M,"[0,5)",507,2,0
72042,FL,M,"[0,5)",577,0,0
72043,FL,M,"[0,5)",869,5,0
73001,FL,M,"[0,5)",250,1,0
73006,FL,M,"[0,5)",795,0,0
73009,FL,M,"[0,5)",228,0,0
73022,FL,M,"[0,5)",180,0,0
73028,FL,M,"[0,5)",2,0,0
73032,FL,M,"[0,5)",203,0,0
73040,FL,M,"[0,5)",216,0,0
73042,FL,M,"[0,5)",554,0,0
73066,FL,M,"[0,5)",419,1,0
73083,FL,M,"[0,5)",704,0,0
73098,FL,M,"[0,5)",175,0,0
73107,FL,M,"[0,5)",1072,2,0
73109,FL,M,"[0,5)",96,0,0
25005,WA,M,"[0,5)",235,0,0
25014,WA,M,"[0,5)",975,0,0
25015,WA,M,"[0,5)",266,0,0
25018,WA,M,"[0,5)",244,0,0
25023,WA,M,"[0,5)",269,0,0
25031,WA,M,"[0,5)",425,1,0
25037,WA,M,"[0,5)",350,0,0
25043,WA,M,"[0,5)",176,0,0
25044,WA,M,"[0,5)",179,0,0
25048,WA,M,"[0,5)",395,0,0
25050,WA,M,"[0,5)",173,0,0
25068,WA,M,"[0,5)",226,0,0
25072,WA,M,"[0,5)",733,2,0
25084,WA,M,"[0,5)",263,0,0
25091,WA,M,"[0,5)",596,0,0
25105,WA,M,"[0,5)",759,1,0
25107,WA,M,"[0,5)",335,1,0
25110,WA,M,"[0,5)",684,0,0
25112,WA,M,"[0,5)",840,0,0
25117,WA,M,"[0,5)",224,0,0
25118,WA,M,"[0,5)",114,0,0
25119,WA,M,"[0,5)",273,0,0
25120,WA,M,"[0,5)",239,1,0
25121,WA,M,"[0,5)",736,0,0
25122,WA,M,"[0,5)",193,0,0
25123,WA,M,"[0,5)",306,0,0
25124,WA,M,"[0,5)",211,0,0
51004,WA,M,"[0,5)",704,1,0
51008,WA,M,"[0,5)",374,0,0
51009,WA,M,"[0,5)",324,0,0
51012,WA,M,"[0,5)",110,1,0
51014,WA,M,"[0,5)",204,0,0
51017,WA,M,"[0,5)",162,0,0
51019,WA,M,"[0,5)",68,0,0
51065,WA,M,"[0,5)",306,0,0
51067,WA,M,"[0,5)",357,0,0
51068,WA,M,"[0,5)",174,0,0
51069,WA,M,"[0,5)",451,0,0
52010,WA,M,"[0,5)",396,0,0
52011,WA,M,"[0,5)",6250,8,0
52012,WA,M,"[0,5)",986,1,0
52015,WA,M,"[0,5)",880,1,0
52018,WA,M,"[0,5)",391,0,0
52021,WA,M,"[0,5)",674,0,0
52022,WA,M,"[0,5)",497,0,0
52025,WA,M,"[0,5)",244,0,0
52048,WA,M,"[0,5)",204,0,0
52055,WA,M,"[0,5)",438,0,0
52074,WA,M,"[0,5)",279,1,0
52075,WA,M,"[0,5)",265,0,0
53014,WA,M,"[0,5)",500,1,0
53020,WA,M,"[0,5)",428,0,0
53028,WA,M,"[0,5)",678,0,0
53039,WA,M,"[0,5)",139,0,0
53044,WA,M,"[0,5)",254,0,0
53046,WA,M,"[0,5)",128,0,0
53053,WA,M,"[0,5)",2644,2,0
53065,WA,M,"[0,5)",545,0,0
53068,WA,M,"[0,5)",185,0,0
53070,WA,M,"[0,5)",548,1,0
53082,WA,M,"[0,5)",644,0,0
53083,WA,M,"[0,5)",131,0,0
53084,WA,M,"[0,5)",200,0,0
55004,WA,M,"[0,5)",603,0,0
55035,WA,M,"[0,5)",239,0,0
55040,WA,M,"[0,5)",738,1,0
55050,WA,M,"[0,5)",303,0,0
55085,WA,M,"[0,5)",303,0,0
55086,WA,M,"[0,5)",686,1,0
56001,WA,M,"[0,5)",369,0,0
56005,WA,M,"[0,5)",163,0,0
56016,WA,M,"[0,5)",251,0,0
56022,WA,M,"[0,5)",273,0,0
56029,WA,M,"[0,5)",90,0,0
56044,WA,M,"[0,5)",123,0,0
56049,WA,M,"[0,5)",122,0,0
56051,WA,M,"[0,5)",154,0,0
56078,WA,M,"[0,5)",313,1,0
56086,WA,M,"[0,5)",276,0,0
56088,WA,M,"[0,5)",107,0,0
57003,WA,M,"[0,5)",204,0,0
57018,WA,M,"[0,5)",128,0,0
57027,WA,M,"[0,5)",297,0,0
57062,WA,M,"[0,5)",143,0,0
57064,WA,M,"[0,5)",455,0,0
57072,WA,M,"[0,5)",138,0,0
57081,WA,M,"[0,5)",1598,2,0
57093,WA,M,"[0,5)",211,0,0
57094,WA,M,"[0,5)",344,1,0
57095,WA,M,"[0,5)",106,0,0
57096,WA,M,"[0,5)",1686,2,0
57097,WA,M,"[0,5)",519,0,0
58001,WA,M,"[0,5)",2291,1,0
58002,WA,M,"[0,5)",845,1,0
58003,WA,M,"[0,5)",201,1,0
58004,WA,M,"[0,5)",488,2,0
61003,WA,M,"[0,5)",399,0,0
61010,WA,M,"[0,5)",93,1,0
61012,WA,M,"[0,5)",119,0,0
61019,WA,M,"[0,5)",131,0,0
61024,WA,M,"[0,5)",89,2,0
61028,WA,M,"[0,5)",182,1,0
61031,WA,M,"[0,5)",513,0,0
61039,WA,M,"[0,5)",155,0,0
61041,WA,M,"[0,5)",109,0,0
61043,WA,M,"[0,5)",113,1,0
61048,WA,M,"[0,5)",70,0,0
61063,WA,M,"[0,5)",109,0,0
61068,WA,M,"[0,5)",157,0,0
61072,WA,M,"[0,5)",363,0,0
61079,WA,M,"[0,5)",106,0,0
61080,WA,M,"[0,5)",173,0,0
61081,WA,M,"[0,5)",73,0,0
62003,WA,M,"[0,5)",803,0,0
62006,WA,M,"[0,5)",201,0,0
62009,WA,M,"[0,5)",302,1,0
62011,WA,M,"[0,5)",229,0,0
62015,WA,M,"[0,5)",322,0,0
62022,WA,M,"[0,5)",436,0,0
62026,WA,M,"[0,5)",133,0,0
62027,WA,M,"[0,5)",222,0,0
62032,WA,M,"[0,5)",274,0,0
62038,WA,M,"[0,5)",369,1,0
62051,WA,M,"[0,5)",1211,0,0
62060,WA,M,"[0,5)",237,0,0
62063,WA,M,"[0,5)",5920,7,0
62079,WA,M,"[0,5)",635,0,0
62093,WA,M,"[0,5)",826,1,0
62096,WA,M,"[0,5)",2009,2,0
62099,WA,M,"[0,5)",374,0,0
62100,WA,M,"[0,5)",382,0,0
62108,WA,M,"[0,5)",482,0,0
62118,WA,M,"[0,5)",687,0,0
62119,WA,M,"[0,5)",293,0,0
62120,WA,M,"[0,5)",708,0,0
62121,WA,M,"[0,5)",184,0,0
62122,WA,M,"[0,5)",210,0,0
63001,WA,M,"[0,5)",146,0,0
63003,WA,M,"[0,5)",109,0,0
63004,WA,M,"[0,5)",113,0,0
63012,WA,M,"[0,5)",164,0,0
63013,WA,M,"[0,5)",135,0,0
63020,WA,M,"[0,5)",514,0,0
63023,WA,M,"[0,5)",524,0,0
63035,WA,M,"[0,5)",429,0,0
63038,WA,M,"[0,5)",202,0,0
63040,WA,M,"[0,5)",291,1,0
63045,WA,M,"[0,5)",101,1,0
63046,WA,M,"[0,5)",170,0,0
63048,WA,M,"[0,5)",180,0,0
63049,WA,M,"[0,5)",299,0,0
63057,WA,M,"[0,5)",92,0,0
63058,WA,M,"[0,5)",272,0,0
63061,WA,M,"[0,5)",299,0,0
63067,WA,M,"[0,5)",257,0,0
63072,WA,M,"[0,5)",195,0,0
63073,WA,M,"[0,5)",174,0,0
63075,WA,M,"[0,5)",96,0,0
63076,WA,M,"[0,5)",250,0,0
63079,WA,M,"[0,5)",1810,0,0
63080,WA,M,"[0,5)",190,0,0
63084,WA,M,"[0,5)",275,0,0
63086,WA,M,"[0,5)",61,0,0
63087,WA,M,"[0,5)",103,0,0
63088,WA,M,"[0,5)",287,1,0
63089,WA,M,"[0,5)",139,0,0
64008,WA,M,"[0,5)",99,0,0
64015,WA,M,"[0,5)",169,0,0
64021,WA,M,"[0,5)",74,0,0
64023,WA,M,"[0,5)",70,0,0
64025,WA,M,"[0,5)",96,0,0
64029,WA,M,"[0,5)",89,0,0
64034,WA,M,"[0,5)",415,0,0
64047,WA,M,"[0,5)",61,0,0
64056,WA,M,"[0,5)",94,0,0
64063,WA,M,"[0,5)",134,0,0
64065,WA,M,"[0,5)",182,0,0
64074,WA,M,"[0,5)",342,1,0
64075,WA,M,"[0,5)",91,0,0
64076,WA,M,"[0,5)",89,0,0
81001,WA,M,"[0,5)",798,1,0
81003,WA,M,"[0,5)",156,0,0
81004,WA,M,"[0,5)",451,0,0
81013,WA,M,"[0,5)",62,1,0
81015,WA,M,"[0,5)",231,0,0
82003,WA,M,"[0,5)",487,0,0
82005,WA,M,"[0,5)",140,0,0
82009,WA,M,"[0,5)",61,0,0
82014,WA,M,"[0,5)",142,0,0
82032,WA,M,"[0,5)",197,0,0
82036,WA,M,"[0,5)",180,0,0
82037,WA,M,"[0,5)",147,1,0
82038,WA,M,"[0,5)",74,1,0
83012,WA,M,"[0,5)",262,0,0
83013,WA,M,"[0,5)",75,0,0
83028,WA,M,"[0,5)",139,0,0
83031,WA,M,"[0,5)",95,0,0
83034,WA,M,"[0,5)",446,0,0
83040,WA,M,"[0,5)",167,0,0
83044,WA,M,"[0,5)",90,0,0
83049,WA,M,"[0,5)",73,0,0
83055,WA,M,"[0,5)",115,0,0
84009,WA,M,"[0,5)",259,0,0
84010,WA,M,"[0,5)",135,0,0
84016,WA,M,"[0,5)",37,0,0
84029,WA,M,"[0,5)",51,0,0
84033,WA,M,"[0,5)",208,0,0
84035,WA,M,"[0,5)",160,0,0
84043,WA,M,"[0,5)",233,0,0
84050,WA,M,"[0,5)",173,0,0
84059,WA,M,"[0,5)",144,0,0
84068,WA,M,"[0,5)",68,0,0
84075,WA,M,"[0,5)",83,0,0
84077,WA,M,"[0,5)",319,0,0
85007,WA,M,"[0,5)",132,1,0
85009,WA,M,"[0,5)",179,0,0
85011,WA,M,"[0,5)",142,0,0
85024,WA,M,"[0,5)",69,0,0
85026,WA,M,"[0,5)",116,0,0
85034,WA,M,"[0,5)",90,0,0
85039,WA,M,"[0,5)",133,0,0
85045,WA,M,"[0,5)",307,0,0
85046,WA,M,"[0,5)",227,0,0
85047,WA,M,"[0,5)",50,0,0
91005,WA,M,"[0,5)",164,0,0
91013,WA,M,"[0,5)",225,0,0
91015,WA,M,"[0,5)",98,0,0
91030,WA,M,"[0,5)",412,0,0
91034,WA,M,"[0,5)",330,1,0
91054,WA,M,"[0,5)",136,0,0
91059,WA,M,"[0,5)",232,0,0
91064,WA,M,"[0,5)",143,0,0
91072,WA,M,"[0,5)",147,0,0
91103,WA,M,"[0,5)",94,0,0
91114,WA,M,"[0,5)",319,0,0
91120,WA,M,"[0,5)",170,0,0
91141,WA,M,"[0,5)",223,0,0
91142,WA,M,"[0,5)",132,0,0
91143,WA,M,"[0,5)",49,0,0
92003,WA,M,"[0,5)",756,2,0
92006,WA,M,"[0,5)",206,0,0
92035,WA,M,"[0,5)",453,0,0
92045,WA,M,"[0,5)",222,0,0
92048,WA,M,"[0,5)",259,0,0
92054,WA,M,"[0,5)",204,0,0
92087,WA,M,"[0,5)",339,0,0
92094,WA,M,"[0,5)",2848,3,0
92097,WA,M,"[0,5)",148,0,0
92101,WA,M,"[0,5)",313,1,0
92114,WA,M,"[0,5)",247,0,0
92137,WA,M,"[0,5)",732,2,0
92138,WA,M,"[0,5)",250,1,0
92140,WA,M,"[0,5)",481,0,0
92141,WA,M,"[0,5)",252,1,0
92142,WA,M,"[0,5)",763,0,0
93010,WA,M,"[0,5)",128,0,0
93014,WA,M,"[0,5)",336,0,0
93018,WA,M,"[0,5)",56,0,0
93022,WA,M,"[0,5)",298,0,0
93056,WA,M,"[0,5)",220,0,0
93088,WA,M,"[0,5)",447,0,0
93090,WA,M,"[0,5)",136,0,0
21001,BR,F,"[10,15)",4000,0,0
21002,BR,F,"[10,15)",921,0,0
21003,BR,F,"[10,15)",816,0,0
21004,BR,F,"[10,15)",5471,1,0
21005,BR,F,"[10,15)",999,0,0
21006,BR,F,"[10,15)",1242,1,0
21007,BR,F,"[10,15)",1566,0,0
21008,BR,F,"[10,15)",737,0,0
21009,BR,F,"[10,15)",1505,0,0
21010,BR,F,"[10,15)",1692,0,0
21011,BR,F,"[10,15)",739,1,0
21012,BR,F,"[10,15)",3558,0,0
21013,BR,F,"[10,15)",1133,0,0
21014,BR,F,"[10,15)",796,0,0
21015,BR,F,"[10,15)",4116,1,0
21016,BR,F,"[10,15)",2432,0,0
21017,BR,F,"[10,15)",750,0,0
21018,BR,F,"[10,15)",1470,0,0
21019,BR,F,"[10,15)",1248,0,0
11001,FL,F,"[10,15)",360,0,0
11002,FL,F,"[10,15)",15265,1,0
11004,FL,F,"[10,15)",378,0,0
11005,FL,F,"[10,15)",576,0,0
11007,FL,F,"[10,15)",287,0,0
11008,FL,F,"[10,15)",1010,0,0
11009,FL,F,"[10,15)",749,0,0
11013,FL,F,"[10,15)",508,0,0
11016,FL,F,"[10,15)",539,0,0
11018,FL,F,"[10,15)",376,0,0
11021,FL,F,"[10,15)",232,0,0
11022,FL,F,"[10,15)",525,0,0
11023,FL,F,"[10,15)",752,0,0
11024,FL,F,"[10,15)",559,0,0
11025,FL,F,"[10,15)",251,0,0
11029,FL,F,"[10,15)",682,0,0
11030,FL,F,"[10,15)",319,0,0
11035,FL,F,"[10,15)",468,0,0
11037,FL,F,"[10,15)",440,0,0
11038,FL,F,"[10,15)",265,0,0
11039,FL,F,"[10,15)",529,0,0
11040,FL,F,"[10,15)",918,0,0
11044,FL,F,"[10,15)",516,0,0
11050,FL,F,"[10,15)",273,0,0
11052,FL,F,"[10,15)",346,0,0
11053,FL,F,"[10,15)",556,0,0
11054,FL,F,"[10,15)",296,0,0
11055,FL,F,"[10,15)",599,0,0
11056,FL,F,"[10,15)",517,0,0
11057,FL,F,"[10,15)",458,0,0
12002,FL,F,"[10,15)",311,0,0
12005,FL,F,"[10,15)",411,0,0
12007,FL,F,"[10,15)",548,0,0
12009,FL,F,"[10,15)",492,0,0
12014,FL,F,"[10,15)",1093,0,0
12021,FL,F,"[10,15)",883,0,0
12025,FL,F,"[10,15)",2492,1,0
12026,FL,F,"[10,15)",602,0,0
12029,FL,F,"[10,15)",472,0,0
12035,FL,F,"[10,15)",578,0,0
12040,FL,F,"[10,15)",845,0,0
12041,FL,F,"[10,15)",763,0,0
13001,FL,F,"[10,15)",354,0,0
13002,FL,F,"[10,15)",84,0,0
13003,FL,F,"[10,15)",601,1,0
13004,FL,F,"[10,15)",529,0,0
13006,FL,F,"[10,15)",270,0,0
13008,FL,F,"[10,15)",1035,0,0
13010,FL,F,"[10,15)",266,0,0
13011,FL,F,"[10,15)",625,0,0
13012,FL,F,"[10,15)",205,0,0
13013,FL,F,"[10,15)",365,0,0
13014,FL,F,"[10,15)",553,0,0
13016,FL,F,"[10,15)",267,0,0
13017,FL,F,"[10,15)",478,0,0
13019,FL,F,"[10,15)",412,0,0
13021,FL,F,"[10,15)",267,0,0
13023,FL,F,"[10,15)",234,0,0
13025,FL,F,"[10,15)",915,0,0
13029,FL,F,"[10,15)",341,0,0
13031,FL,F,"[10,15)",343,0,0
13035,FL,F,"[10,15)",358,0,0
13036,FL,F,"[10,15)",287,0,0
13037,FL,F,"[10,15)",324,0,0
13040,FL,F,"[10,15)",1141,0,0
13044,FL,F,"[10,15)",190,0,0
13046,FL,F,"[10,15)",285,0,0
13049,FL,F,"[10,15)",703,0,0
13053,FL,F,"[10,15)",415,0,0
23002,FL,F,"[10,15)",1028,0,0
23003,FL,F,"[10,15)",834,0,0
23009,FL,F,"[10,15)",88,0,0
23016,FL,F,"[10,15)",1222,0,0
23023,FL,F,"[10,15)",273,0,0
23024,FL,F,"[10,15)",252,0,0
23025,FL,F,"[10,15)",1112,0,0
23027,FL,F,"[10,15)",1133,0,0
23032,FL,F,"[10,15)",187,0,0
23033,FL,F,"[10,15)",357,0,0
23038,FL,F,"[10,15)",337,0,0
23039,FL,F,"[10,15)",270,0,0
23044,FL,F,"[10,15)",361,0,0
23045,FL,F,"[10,15)",497,0,0
23047,FL,F,"[10,15)",587,0,0
23050,FL,F,"[10,15)",548,0,0
23052,FL,F,"[10,15)",423,0,0
23060,FL,F,"[10,15)",479,0,0
23062,FL,F,"[10,15)",792,0,0
23064,FL,F,"[10,15)",114,0,0
23077,FL,F,"[10,15)",1043,0,0
23081,FL,F,"[10,15)",343,1,0
23086,FL,F,"[10,15)",459,0,0
23088,FL,F,"[10,15)",1641,0,0
23094,FL,F,"[10,15)",1110,0,0
23096,FL,F,"[10,15)",692,0,0
23097,FL,F,"[10,15)",335,0,0
23098,FL,F,"[10,15)",195,0,0
23099,FL,F,"[10,15)",470,0,0
23100,FL,F,"[10,15)",163,0,0
23101,FL,F,"[10,15)",608,0,0
23102,FL,F,"[10,15)",446,0,0
23103,FL,F,"[10,15)",488,0,0
23104,FL,F,"[10,15)",241,0,0
23105,FL,F,"[10,15)",423,0,0
24001,FL,F,"[10,15)",698,0,0
24007,FL,F,"[10,15)",293,0,0
24008,FL,F,"[10,15)",154,0,0
24009,FL,F,"[10,15)",339,0,0
24011,FL,F,"[10,15)",320,0,0
24014,FL,F,"[10,15)",370,0,0
24016,FL,F,"[10,15)",239,0,0
24020,FL,F,"[10,15)",611,0,0
24028,FL,F,"[10,15)",174,0,0
24033,FL,F,"[10,15)",417,0,0
24038,FL,F,"[10,15)",590,0,0
24041,FL,F,"[10,15)",188,0,0
24043,FL,F,"[10,15)",285,0,0
24045,FL,F,"[10,15)",318,0,0
24048,FL,F,"[10,15)",346,0,0
24054,FL,F,"[10,15)",197,0,0
24055,FL,F,"[10,15)",617,0,0
24059,FL,F,"[10,15)",465,0,0
24062,FL,F,"[10,15)",2273,0,0
24066,FL,F,"[10,15)",412,0,0
24086,FL,F,"[10,15)",350,0,0
24094,FL,F,"[10,15)",478,0,0
24104,FL,F,"[10,15)",764,0,0
24107,FL,F,"[10,15)",1006,0,0
24109,FL,F,"[10,15)",383,0,0
24130,FL,F,"[10,15)",233,0,0
24133,FL,F,"[10,15)",192,0,0
24134,FL,F,"[10,15)",552,0,0
24135,FL,F,"[10,15)",296,0,0
24137,FL,F,"[10,15)",169,0,0
31003,FL,F,"[10,15)",432,0,0
31004,FL,F,"[10,15)",384,0,0
31005,FL,F,"[10,15)",2768,0,0
31006,FL,F,"[10,15)",285,0,0
31012,FL,F,"[10,15)",355,0,0
31022,FL,F,"[10,15)",626,0,0
31033,FL,F,"[10,15)",506,0,0
